,China Delta NL,China Delta GDP,India Delta NL,India Delta GDP
1,0.007077934927058216,13.0368066319673,0.003981758990395434,6.65892406734025
2,0.31177503259129935,10.9539543428699,0.2830427974300287,7.57449184032379
3,-0.041311236006354335,9.92255675231162,0.03248560160470815,7.5495222488198
4,0.08528647272804646,9.23677989162672,-0.05222812002238264,4.0498208490926
5,0.12857114567294547,7.84595178761953,0.15165712093882977,6.18441582090618
6,-0.001945493732709469,7.66165150053656,0.025472349333028887,8.84575556105509
7,0.06775266283745296,8.49009340575191,0.08607026420195574,3.84099115681285
8,0.07748614766161088,8.3357334781433,0.016757043007169292,4.82396626390641
9,0.050713190573558276,9.13363078993316,0.021438726475591086,3.8039753213758
10,0.08503984042797108,10.038030481108,-0.06924740182833722,7.86038147553259
11,0.20437664481821183,10.1136213780461,0.15314167257590294,7.92293661286503
12,-0.025293354203721585,11.3945918097286,-0.07712551454030847,7.92343062149763
13,-0.007751467400762824,12.7209556651735,-0.08523737216819904,8.06073257303272
14,0.11401890505524581,14.2308609330803,0.23556309409320741,7.66081506504928
15,-0.011916543730056461,9.65067891955702,-0.04998049075263866,3.08669805953289
16,0.04626185522676618,9.39872563237978,0.08983408092751022,7.86188883303498
17,0.07581279715743316,10.6358710646812,-0.015886990329169293,8.49758470158106
18,0.07351487511175159,9.55083217886229,0.06129712048575775,5.24131500140663
19,0.04290584604174463,7.86373644866194,0.10543796902974445,5.45638875297365
20,0.08709357686082786,7.766150097539,-0.014113498142239611,6.38610640094825
21,0.292447961630959,7.42576365645755,0.5338710059862999,7.41022760508854
22,-0.005223215608414655,7.04132887865481,0.054633195674191226,7.99625378571471
23,-0.04549872174090874,6.84876220503246,-0.04479729619459216,8.25630550179086
24,0.7759771315375033,6.94720079327288,0.24636673276293575,6.79538341897911
25,-0.18245075643825492,6.74977383247717,0.0168948374675566,6.45385134497769
